date,discharge_vol(m3/s),discharge_spec(mm/d),waterlevel(m),precipitation(mm/d),temperature_min(degC),temperature_mean(degC),temperature_max(degC),rel_sun_dur(%),swe(mm)
1981-03-21,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-03-22,NaN,NaN,NaN,0.08,NaN,NaN,NaN,NaN,NaN
1981-03-23,NaN,NaN,NaN,4.75,NaN,NaN,NaN,NaN,NaN
1981-03-24,NaN,NaN,NaN,4.11,NaN,NaN,NaN,NaN,NaN
1981-03-25,NaN,NaN,NaN,0.34,NaN,NaN,NaN,NaN,NaN
1981-03-26,NaN,NaN,NaN,6.45,NaN,NaN,NaN,NaN,NaN
1981-03-27,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-03-28,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-03-29,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-03-30,NaN,NaN,NaN,0.82,NaN,NaN,NaN,NaN,NaN
1981-03-31,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-04-01,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-04-02,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-04-03,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-04-04,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-04-05,NaN,NaN,NaN,0.12,NaN,NaN,NaN,NaN,NaN
1981-04-06,NaN,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN
1981-04-07,NaN,NaN,NaN,1.07,NaN,NaN,NaN,NaN,NaN
1981-04-08,NaN,NaN,NaN,1.43,NaN,NaN,NaN,NaN,NaN
1981-04-09,NaN,NaN,NaN,0.07,NaN,NaN,NaN,NaN,NaN
1981-04-10,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-04-11,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-04-12,NaN,NaN,NaN,0.32,NaN,NaN,NaN,NaN,NaN
1981-04-13,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-04-14,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-04-15,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-04-16,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-04-17,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-04-18,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-04-19,NaN,NaN,NaN,0.07,NaN,NaN,NaN,NaN,NaN
1981-04-20,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-04-21,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-04-22,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-04-23,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-04-24,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-04-25,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-04-26,NaN,NaN,NaN,5.65,NaN,NaN,NaN,NaN,NaN
1981-04-27,NaN,NaN,NaN,3.78,NaN,NaN,NaN,NaN,NaN
1981-04-28,NaN,NaN,NaN,0.93,NaN,NaN,NaN,NaN,NaN
1981-04-29,NaN,NaN,NaN,0.95,NaN,NaN,NaN,NaN,NaN
1981-04-30,NaN,NaN,NaN,1.3,NaN,NaN,NaN,NaN,NaN
1981-05-01,NaN,NaN,NaN,3.21,NaN,NaN,NaN,NaN,NaN
1981-05-02,NaN,NaN,NaN,0.07,NaN,NaN,NaN,NaN,NaN
1981-05-03,NaN,NaN,NaN,1.61,NaN,NaN,NaN,NaN,NaN
1981-05-04,NaN,NaN,NaN,4.77,NaN,NaN,NaN,NaN,NaN
1981-05-05,NaN,NaN,NaN,1.24,NaN,NaN,NaN,NaN,NaN
1981-05-06,NaN,NaN,NaN,0.34,NaN,NaN,NaN,NaN,NaN
1981-05-07,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-05-08,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-05-09,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-05-10,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-05-11,NaN,NaN,NaN,6.04,NaN,NaN,NaN,NaN,NaN
1981-05-12,NaN,NaN,NaN,8.66,NaN,NaN,NaN,NaN,NaN
1981-05-13,NaN,NaN,NaN,4.74,NaN,NaN,NaN,NaN,NaN
1981-05-14,NaN,NaN,NaN,0.19,NaN,NaN,NaN,NaN,NaN
1981-05-15,NaN,NaN,NaN,7.27,NaN,NaN,NaN,NaN,NaN
1981-05-16,NaN,NaN,NaN,5.23,NaN,NaN,NaN,NaN,NaN
1981-05-17,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-05-18,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-05-19,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-05-20,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-05-21,NaN,NaN,NaN,2.05,NaN,NaN,NaN,NaN,NaN
1981-05-22,NaN,NaN,NaN,4.19,NaN,NaN,NaN,NaN,NaN
1981-05-23,NaN,NaN,NaN,7.14,NaN,NaN,NaN,NaN,NaN
1981-05-24,NaN,NaN,NaN,5.79,NaN,NaN,NaN,NaN,NaN
1981-05-25,NaN,NaN,NaN,11.12,NaN,NaN,NaN,NaN,NaN
1981-05-26,NaN,NaN,NaN,23.51,NaN,NaN,NaN,NaN,NaN
1981-05-27,NaN,NaN,NaN,6.51,NaN,NaN,NaN,NaN,NaN
1981-05-28,NaN,NaN,NaN,7.79,NaN,NaN,NaN,NaN,NaN
1981-05-29,NaN,NaN,NaN,0.73,NaN,NaN,NaN,NaN,NaN
1981-05-30,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-05-31,NaN,NaN,NaN,0.67,NaN,NaN,NaN,NaN,NaN
1981-06-01,NaN,NaN,NaN,0.36,NaN,NaN,NaN,NaN,NaN
1981-06-02,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-06-03,NaN,NaN,NaN,8.72,NaN,NaN,NaN,NaN,NaN
1981-06-04,NaN,NaN,NaN,0.04,NaN,NaN,NaN,NaN,NaN
1981-06-05,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-06-06,NaN,NaN,NaN,0.82,NaN,NaN,NaN,NaN,NaN
1981-06-07,NaN,NaN,NaN,2.84,NaN,NaN,NaN,NaN,NaN
1981-06-08,NaN,NaN,NaN,0.97,NaN,NaN,NaN,NaN,NaN
1981-06-09,NaN,NaN,NaN,5.56,NaN,NaN,NaN,NaN,NaN
1981-06-10,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,NaN
1981-06-11,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-06-12,NaN,NaN,NaN,0.02,NaN,NaN,NaN,NaN,NaN
1981-06-13,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-06-14,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-06-15,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-06-16,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-06-17,NaN,NaN,NaN,0.1,NaN,NaN,NaN,NaN,NaN
1981-06-18,NaN,NaN,NaN,2.41,NaN,NaN,NaN,NaN,NaN
1981-06-19,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-06-20,NaN,NaN,NaN,0.47,NaN,NaN,NaN,NaN,NaN
1981-06-21,NaN,NaN,NaN,3.72,NaN,NaN,NaN,NaN,NaN
1981-06-22,NaN,NaN,NaN,3.34,NaN,NaN,NaN,NaN,NaN
1981-06-23,NaN,NaN,NaN,0.03,NaN,NaN,NaN,NaN,NaN
1981-06-24,NaN,NaN,NaN,4.01,NaN,NaN,NaN,NaN,NaN
1981-06-25,NaN,NaN,NaN,14.99,NaN,NaN,NaN,NaN,NaN
1981-06-26,NaN,NaN,NaN,0.11,NaN,NaN,NaN,NaN,NaN
1981-06-27,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-06-28,NaN,NaN,NaN,6.97,NaN,NaN,NaN,NaN,NaN
1981-06-29,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-06-30,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-07-01,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-07-02,NaN,NaN,NaN,0.05,NaN,NaN,NaN,NaN,NaN
1981-07-03,NaN,NaN,NaN,9.15,NaN,NaN,NaN,NaN,NaN
1981-07-04,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-07-05,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-07-06,NaN,NaN,NaN,2.32,NaN,NaN,NaN,NaN,NaN
1981-07-07,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-07-08,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-07-09,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-07-10,NaN,NaN,NaN,1.59,NaN,NaN,NaN,NaN,NaN
1981-07-11,NaN,NaN,NaN,10.08,NaN,NaN,NaN,NaN,NaN
1981-07-12,NaN,NaN,NaN,0.27,NaN,NaN,NaN,NaN,NaN
1981-07-13,NaN,NaN,NaN,2.89,NaN,NaN,NaN,NaN,NaN
1981-07-14,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-07-15,NaN,NaN,NaN,1.51,NaN,NaN,NaN,NaN,NaN
1981-07-16,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-07-17,NaN,NaN,NaN,15.51,NaN,NaN,NaN,NaN,NaN
1981-07-18,NaN,NaN,NaN,11.29,NaN,NaN,NaN,NaN,NaN
1981-07-19,NaN,NaN,NaN,0.89,NaN,NaN,NaN,NaN,NaN
1981-07-20,NaN,NaN,NaN,4.83,NaN,NaN,NaN,NaN,NaN
1981-07-21,NaN,NaN,NaN,0.45,NaN,NaN,NaN,NaN,NaN
1981-07-22,NaN,NaN,NaN,2.69,NaN,NaN,NaN,NaN,NaN
1981-07-23,NaN,NaN,NaN,9.5,NaN,NaN,NaN,NaN,NaN
1981-07-24,NaN,NaN,NaN,7.01,NaN,NaN,NaN,NaN,NaN
1981-07-25,NaN,NaN,NaN,2.43,NaN,NaN,NaN,NaN,NaN
1981-07-26,NaN,NaN,NaN,2.86,NaN,NaN,NaN,NaN,NaN
1981-07-27,NaN,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN
1981-07-28,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-07-29,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-07-30,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-07-31,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-08-01,NaN,NaN,NaN,0.31,NaN,NaN,NaN,NaN,NaN
1981-08-02,NaN,NaN,NaN,1.51,NaN,NaN,NaN,NaN,NaN
1981-08-03,NaN,NaN,NaN,4.74,NaN,NaN,NaN,NaN,NaN
1981-08-04,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-08-05,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-08-06,NaN,NaN,NaN,14.88,NaN,NaN,NaN,NaN,NaN
1981-08-07,NaN,NaN,NaN,0.04,NaN,NaN,NaN,NaN,NaN
1981-08-08,NaN,NaN,NaN,8.01,NaN,NaN,NaN,NaN,NaN
1981-08-09,NaN,NaN,NaN,9.08,NaN,NaN,NaN,NaN,NaN
1981-08-10,NaN,NaN,NaN,3.72,NaN,NaN,NaN,NaN,NaN
1981-08-11,NaN,NaN,NaN,1.32,NaN,NaN,NaN,NaN,NaN
1981-08-12,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-08-13,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-08-14,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-08-15,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-08-16,NaN,NaN,NaN,1.7,NaN,NaN,NaN,NaN,NaN
1981-08-17,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-08-18,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-08-19,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-08-20,NaN,NaN,NaN,5.01,NaN,NaN,NaN,NaN,NaN
1981-08-21,NaN,NaN,NaN,0.37,NaN,NaN,NaN,NaN,NaN
1981-08-22,NaN,NaN,NaN,3.83,NaN,NaN,NaN,NaN,NaN
1981-08-23,NaN,NaN,NaN,1.72,NaN,NaN,NaN,NaN,NaN
1981-08-24,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-08-25,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-08-26,NaN,NaN,NaN,0.17,NaN,NaN,NaN,NaN,NaN
1981-08-27,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-08-28,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-08-29,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-08-30,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-08-31,NaN,NaN,NaN,1.15,NaN,NaN,NaN,NaN,NaN
1981-09-01,NaN,NaN,NaN,13.43,NaN,NaN,NaN,NaN,NaN
1981-09-02,NaN,NaN,NaN,2.24,NaN,NaN,NaN,NaN,NaN
1981-09-03,NaN,NaN,NaN,1.04,NaN,NaN,NaN,NaN,NaN
1981-09-04,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-09-05,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-09-06,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,NaN
1981-09-07,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-09-08,NaN,NaN,NaN,13.22,NaN,NaN,NaN,NaN,NaN
1981-09-09,NaN,NaN,NaN,9.25,NaN,NaN,NaN,NaN,NaN
1981-09-10,NaN,NaN,NaN,4.49,NaN,NaN,NaN,NaN,NaN
1981-09-11,NaN,NaN,NaN,2.54,NaN,NaN,NaN,NaN,NaN
1981-09-12,NaN,NaN,NaN,2.29,NaN,NaN,NaN,NaN,NaN
1981-09-13,NaN,NaN,NaN,3.74,NaN,NaN,NaN,NaN,NaN
1981-09-14,NaN,NaN,NaN,1.76,NaN,NaN,NaN,NaN,NaN
1981-09-15,NaN,NaN,NaN,2.93,NaN,NaN,NaN,NaN,NaN
1981-09-16,NaN,NaN,NaN,0.85,NaN,NaN,NaN,NaN,NaN
1981-09-17,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-09-18,NaN,NaN,NaN,3.33,NaN,NaN,NaN,NaN,NaN
1981-09-19,NaN,NaN,NaN,9.4,NaN,NaN,NaN,NaN,NaN
1981-09-20,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-09-21,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-09-22,NaN,NaN,NaN,12.91,NaN,NaN,NaN,NaN,NaN
1981-09-23,NaN,NaN,NaN,0.47,NaN,NaN,NaN,NaN,NaN
1981-09-24,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-09-25,NaN,NaN,NaN,0.23,NaN,NaN,NaN,NaN,NaN
1981-09-26,NaN,NaN,NaN,0.38,NaN,NaN,NaN,NaN,NaN
1981-09-27,NaN,NaN,NaN,1.31,NaN,NaN,NaN,NaN,NaN
1981-09-28,NaN,NaN,NaN,22.28,NaN,NaN,NaN,NaN,NaN
1981-09-29,NaN,NaN,NaN,0.4,NaN,NaN,NaN,NaN,NaN
1981-09-30,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-10-01,NaN,NaN,NaN,0.03,NaN,NaN,NaN,NaN,NaN
1981-10-02,NaN,NaN,NaN,3.71,NaN,NaN,NaN,NaN,NaN
1981-10-03,NaN,NaN,NaN,8.29,NaN,NaN,NaN,NaN,NaN
1981-10-04,NaN,NaN,NaN,1.46,NaN,NaN,NaN,NaN,NaN
1981-10-05,NaN,NaN,NaN,0.02,NaN,NaN,NaN,NaN,NaN
1981-10-06,NaN,NaN,NaN,8.06,NaN,NaN,NaN,NaN,NaN
1981-10-07,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-10-08,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-10-09,NaN,NaN,NaN,3.31,NaN,NaN,NaN,NaN,NaN
1981-10-10,NaN,NaN,NaN,17.21,NaN,NaN,NaN,NaN,NaN
1981-10-11,NaN,NaN,NaN,2.89,NaN,NaN,NaN,NaN,NaN
1981-10-12,NaN,NaN,NaN,14.18,NaN,NaN,NaN,NaN,NaN
1981-10-13,NaN,NaN,NaN,1.28,NaN,NaN,NaN,NaN,NaN
1981-10-14,NaN,NaN,NaN,17.15,NaN,NaN,NaN,NaN,NaN
1981-10-15,NaN,NaN,NaN,9.02,NaN,NaN,NaN,NaN,NaN
1981-10-16,NaN,NaN,NaN,0.38,NaN,NaN,NaN,NaN,NaN
1981-10-17,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,NaN
1981-10-18,NaN,NaN,NaN,2.91,NaN,NaN,NaN,NaN,NaN
1981-10-19,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-10-20,NaN,NaN,NaN,14.33,NaN,NaN,NaN,NaN,NaN
1981-10-21,NaN,NaN,NaN,13.49,NaN,NaN,NaN,NaN,NaN
1981-10-22,NaN,NaN,NaN,2.95,NaN,NaN,NaN,NaN,NaN
1981-10-23,NaN,NaN,NaN,1.68,NaN,NaN,NaN,NaN,NaN
1981-10-24,NaN,NaN,NaN,0.02,NaN,NaN,NaN,NaN,NaN
1981-10-25,NaN,NaN,NaN,0.71,NaN,NaN,NaN,NaN,NaN
1981-10-26,NaN,NaN,NaN,8.55,NaN,NaN,NaN,NaN,NaN
1981-10-27,NaN,NaN,NaN,7.43,NaN,NaN,NaN,NaN,NaN
1981-10-28,NaN,NaN,NaN,0.16,NaN,NaN,NaN,NaN,NaN
1981-10-29,NaN,NaN,NaN,12.22,NaN,NaN,NaN,NaN,NaN
1981-10-30,NaN,NaN,NaN,18.33,NaN,NaN,NaN,NaN,NaN
1981-10-31,NaN,NaN,NaN,0.09,NaN,NaN,NaN,NaN,NaN
1981-11-01,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,NaN
1981-11-02,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,NaN
1981-11-03,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-11-04,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-11-05,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-11-06,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-11-07,NaN,NaN,NaN,0.36,NaN,NaN,NaN,NaN,NaN
1981-11-08,NaN,NaN,NaN,0.06,NaN,NaN,NaN,NaN,NaN
1981-11-09,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-11-10,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-11-11,NaN,NaN,NaN,0.51,NaN,NaN,NaN,NaN,NaN
1981-11-12,NaN,NaN,NaN,0.39,NaN,NaN,NaN,NaN,NaN
1981-11-13,NaN,NaN,NaN,1.7,NaN,NaN,NaN,NaN,NaN
1981-11-14,NaN,NaN,NaN,0.87,NaN,NaN,NaN,NaN,NaN
1981-11-15,NaN,NaN,NaN,0.02,NaN,NaN,NaN,NaN,NaN
1981-11-16,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1981-11-17,NaN,NaN,NaN,1.02,NaN,NaN,NaN,NaN,NaN
